subaward_number,prime_award_piid,prime_award_parent_piid,subaward_amount,subaward_action_date,subaward_report_year,subaward_report_month,prime_awarding_agency_code,prime_awarding_agency_name,prime_awarding_sub_agency_code,prime_awarding_sub_agency_name,prime_awarding_office_code,prime_awarding_office_name,prime_award_principal_place_city,prime_award_principal_place_state,prime_award_principal_place_zip,prime_award_principal_place_country,prime_awardee_duns,prime_awardee_name,prime_award_date_signed,prime_award_amount,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_4,subawardee_congressional_district,subawardee_country_code,subawardee_country_name,subawardee_foreign_postal_code,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_4,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subaward_naics_code,subaward_naics_description,subawardee_business_type_code,subawardee_business_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount
17582-16-009,TIRNO11D000410024,TIRNO11D00041,28200.00,2017-11-08,2017,11,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207066303,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2016-09-30,2392261.99,070899393,"TSYMMETRY, INC.",TSYMMETRY,,,1700 K ST NW STE 875,WASHINGTON,DC,,200063830,AL,USA,UNITED STATES,,,ARLINGTON,VA,,222092411,08,USA,UNITED STATES,PROVIDE RESOURCES FOR PORTAL CONSOLIDATION,541512,COMPUTER SYSTEMS DESIGN SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION,SBA CERTIFIED HUB ZONE FIRM",Todd  Sickles,400000,David  Lowitt,300000,Philip  Lowitt,300000,Christopher  Zahlis,215000,Jonathan  Tuteur,200000
7500017680,TIRNO17D000040002,TIRNO17D00004,28800.00,2018-09-26,2018,9,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,ARLINGTON,VA,222031807,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2017-09-30,6833445.38,017031944,"BAER GROUP, LLC, THE",,,,"100 ASHFORD CENTER N, STE 460",ATLANTA,GA,GEORGIA,303384863,06,USA,UNITED STATES,,,LANDOVER,MD,MARYLAND,207852225,04,USA,UNITED STATES,DRUPAL SITE BUILDER  IT SPECIALIST  ACCENTURE IS LOOKING FOR 1-FTE DRUPAL SITE BUILDER WITH EXPERIENCE IN AN AGILE ENVIRONMENT.  THE SITE BUILDER WOULD WORK WITH A TEAM OF FRONT END / BACKEND DEVELOPERS TO CREATE A CUSTOMIZED DRUPAL SITE.,541512,COMPUTER SYSTEMS DESIGN SERVICES,,"FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY",,,,,,,,,,
12-019-TIRNO11D00041-N3TI,TIRNO11D000410025,TIRNO11D00041,28503.00,2017-11-29,2017,11,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H9,CHIEF INFORMATION OFFICER,LANHAM,MD,207061334,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2016-09-30,6265452.98,788671209,N3 TECHNOLOGIES INC,,,,19388 MILL DAM PL,LANSDOWNE,VA,,201761637,10,USA,UNITED STATES,,,ARLINGTON,VA,,222092411,08,USA,UNITED STATES,PROVIDE APPLICATION DEVELOPMENT SERVICES,541512,COMPUTER SYSTEMS DESIGN SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,S CORPORATION,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED",,,,,,,,,,
5004980211,TIRNO11D000220001,TIRNO11D00022,26570.00,2017-01-13,2017,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,130882017,"TRITECH ENTERPRISE SYSTEMS, INC.",,,,1869 BRIGHTSEAT RD,HYATTSVILLE,MD,,207854250,04,USA,UNITED STATES,,,HERNDON,VA,,201716349,10,USA,UNITED STATES,"SR IT SPEC WEBSPHERE KB9A TO18 (SHARMA K) SET UP NEW PO TO TRITECH
 ",541519,OTHER COMPUTER RELATED SERVICES,,"BLACK AMERICAN OWNED,CONTRACTS AND GRANTS,DOT CERTIFIED DISADVANTAGED BUSINESS ENTERPRISE,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,SBA CERTIFIED HUB ZONE FIRM,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS",,,,,,,,,,
17-D-00004-SYMA,TIRNO17D000040003,TIRNO17D00004,26425.00,2018-01-18,2018,1,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,ARLINGTON,VA,222031807,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2017-09-30,49768666.21,018843644,"SYMAGO, LLC",,,,9841 WASHINGTONIAN BLVD SUITE 200,GAITHERSBURG,MD,,208787350,08,USA,UNITED STATES,,,LANDOVER,MD,,207852225,04,USA,UNITED STATES,"PORTAL SERVICE AND PROGRAM INTEGRATION SERVICES TO OPERATE THE IRS ENVIRONMENT WITHIN SPECIFIED SCOPE, QUALITY,  TIME, AND COST OBJECTIVES.",541512,COMPUTER SYSTEMS DESIGN SERVICES,,"ASIAN-PACIFIC AMERICAN OWNED,DOT CERTIFIED DISADVANTAGED BUSINESS ENTERPRISE,ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY,MINORITY-OWNED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,WOMAN-OWNED BUSINESS",,,,,,,,,,
12-019-TIRNO11D00041-N3TI,TIRNO11D000410026,TIRNO11D00041,26174.00,2017-02-07,2017,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H9,CHIEF INFORMATION OFFICER,LANHAM,MD,207061334,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2016-09-30,4179443.00,788671209,N3 TECHNOLOGIES INC,,,,19388 MILL DAM PL,LANSDOWNE,VA,,201761637,10,USA,UNITED STATES,,,ARLINGTON,VA,,222092443,08,USA,UNITED STATES,"DEPLOYING, CONFIGURING, MAINTAINING AND MONITORING ALL ACTIVE NETWORK EQUIPMENT",541512,COMPUTER SYSTEMS DESIGN SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,S CORPORATION,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED",,,,,,,,,,
5004980285,TIRNO11D000220001,TIRNO11D00022,26007.00,2017-01-19,2017,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,150780674,UNISYS CORPORATION,,005358932,UNISYS CORPORATION,11720 PLAZA AMERICA DR 7TH FL,RESTON,VA,,201904757,08,USA,UNITED STATES,,,HERNDON,VA,,201716349,10,USA,UNITED STATES,"IT SPECIALIST - J2EE DEV KB9A TO18 (SHEIKH, S) SET UP NEW PO TO
 UNISYS FOR IRS.
 ",541519,OTHER COMPUTER RELATED SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION",,,,,,,,,,
5005070937,TIRNO11D000220001,TIRNO11D00022,25116.00,2017-07-11,2017,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,006928857,BOOZ ALLEN HAMILTON INC.,,964725688,BOOZ ALLEN HAMILTON HOLDING CORPORATION,8283 GREENSBORO DR,MCLEAN,VA,,221023830,08,USA,UNITED STATES,,,LANHAM,MD,,201716349,10,USA,UNITED STATES,"CHAUHAN, NITESH DATA ARCH DSS WEBAPPS - KE2Q 4/27/17 - 5/26/17
 ",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
TIRNO11D41-SMGO-025,TIRNO11D000410021,TIRNO11D00041,24061.00,2017-02-07,2017,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,RESTON,VA,201905658,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2015-03-27,109341112.85,018843644,"SYMAGO, LLC",,,,9841 WASHINGTONIAN BLVD SUITE 200,GAITHERSBURG,MD,,208787350,08,USA,UNITED STATES,,,GAITHERSBURG,MD,,208787350,08,USA,UNITED STATES,"DEPLOYING, CONFIGURING, MAINTAINING AND MONITORING ALL ACTIVE NETWORK EQUIPMENT",541512,COMPUTER SYSTEMS DESIGN SERVICES,,"ASIAN-PACIFIC AMERICAN OWNED,CONTRACTS AND GRANTS,DOT CERTIFIED DISADVANTAGED BUSINESS ENTERPRISE,FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY,MINORITY-OWNED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS",,,,,,,,,,
13-125-TIRNO11D00007-HASC,TIRNO11D000070005,TIRNO11D00007,23891.00,2018-06-07,2018,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,WASHINGTON,DC,202200006,USA,858485758,ACCENTURE LLP,2013-09-26,81232136.63,793655270,"HILL ASC, INC.",,,,1 RESEARCH CT STE 450,ROCKVILLE,MD,MARYLAND,208506252,08,USA,UNITED STATES,,,ARLINGTON,VA,VIRGINIA,222032149,08,USA,UNITED STATES,"ALESSANDRO BUCELLI, IT SME, 2/1/2017 ? 9/26/2017.",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",,,,,,,,,,
17063-15-226,TIRNO11D000070005,TIRNO11D00007,23777.00,2017-07-05,2017,7,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,WASHINGTON,DC,202200006,USA,858485758,ACCENTURE LLP,2013-09-26,81232136.63,782721559,"INTEGRATED SOLUTIONS MANAGEMENT, INC.",ISM,,,12471 W LINEBAUGH AVE STE 200,TAMPA,FL,,336261702,09,USA,UNITED STATES,,,WASHINGTON,DC,,200064502,AL,USA,UNITED STATES,ITFM - IT AND FIN MG SUPP SVC,541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
17-D-00004-SALI,TIRNO17D000040003,TIRNO17D00004,23500.00,2018-03-16,2018,3,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,ARLINGTON,VA,222031807,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2017-09-30,49768666.21,849550983,"SALIENT CRGT, INC.",,080006028,"CRGT, INC.",4000 LEGATO RD STE 600,FAIRFAX,VA,,220334055,10,USA,UNITED STATES,,,ARLINGTON,VA,,222032149,08,USA,UNITED STATES,"PORTAL SERVICE AND PROGRAM INTEGRATION SERVICES TO OPERATE THE IRS ENVIRONMENT WITHIN SPECIFIED SCOPE, QUALITY,  TIME, AND COST OBJECTIVES",541512,COMPUTER SYSTEMS DESIGN SERVICES,,FOR-PROFIT ORGANIZATION,Stephen  Antle,475000,Thomas  Ferrando,475000,Linda  Harris,309608,Timothy  May,300657,Manoj  Gandhi,300000
1814118013,2032H518F00324,GS35F0371N,28906.00,2018-07-03,2018,7,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,RESTON,VA,201905640,USA,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,2018-03-29,1083000.00,081039033,"CYPHERCENTRIC, INC.",,,,46154 AISQUITH TER,STERLING,VA,VIRGINIA,201658726,10,USA,UNITED STATES,,,GREENBELT,MD,MARYLAND,207703642,05,USA,UNITED STATES,PROVIDE SUPPORT TO THE UNITED STATES CENSUS BUREAU  SYSTEMS ENGINEERING & INTEGRATION  TREX  TI 2020 PROGRAM TIER.,541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",,,,,,,,,,
16-181-FEDCX-M9SL,TIRNO11D000070005,TIRNO11D00007,22950.00,2017-02-17,2017,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,WASHINGTON,DC,202200006,USA,858485758,ACCENTURE LLP,2013-09-26,81232136.63,801066213,"M9 SOLUTIONS, LLC",,,,"6 CONCOURSE PARKWAY, SUITE 550",ATLANTA,GA,,303289121,05,USA,UNITED STATES,,,NEW CARROLTON,MD,,207840000,04,USA,UNITED STATES,ITFM - IT AND FIN MG SUPP SVC,541519,OTHER COMPUTER RELATED SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS",,,,,,,,,,
12-019-TIRNO11D00041-N3TI,TIRNO11D000410019,TIRNO11D00041,27786.00,2017-08-15,2017,8,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,RESTON,VA,201905658,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2014-10-01,25661187.00,788671209,N3 TECHNOLOGIES INC,,,,19388 MILL DAM PL,LANSDOWNE,VA,,201761637,10,USA,UNITED STATES,,,ARLINGTON,VA,,222092443,08,USA,UNITED STATES,"DEPLOYING, CONFIGURING, MAINTAINING AND MONITORING ALL ACTIVE NETWORK EQUIPMENT",541512,COMPUTER SYSTEMS DESIGN SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,S CORPORATION,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED",,,,,,,,,,
1706315226,TIRNO11D000070005,TIRNO11D00007,22554.00,2018-07-23,2018,7,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,WASHINGTON,DC,202200006,USA,858485758,ACCENTURE LLP,2013-09-26,81232136.63,782721559,"INTEGRATED SOLUTIONS MANAGEMENT, INC.",ISM,,,12471 W LINEBAUGH AVE STE 200,TAMPA,FL,FLORIDA,336261702,09,USA,UNITED STATES,,,ARLINGTON,VA,VIRGINIA,222032149,08,USA,UNITED STATES,#WR57,541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
7500017021,TIRNO11D000070015,TIRNO11D00007,22905.00,2018-06-26,2018,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,ARLINGTON,VA,222031550,USA,858485758,ACCENTURE LLP,2016-09-01,9622177.04,963398750,"MICROPACT GLOBAL, INC.",,113395847,"MICROPACT HOLDINGS, LLC",3400 PLAYERS CLUB PKWY STE 100,MEMPHIS,TN,TENNESSEE,381251731,09,USA,UNITED STATES,,,HERNDON,VA,VIRGINIA,201706014,10,USA,UNITED STATES,"PROVIDE TECHNICAL AND LABOR SUPPORT SERVICES TO ANALYZE, PLAN, ESTIMATE, DESIGN, DEVELOP AND DEVELOP AND DEPLOY COST-EFFECTIVE AND EXTENSIBLE APPLICATION SOLUTIONS AND PROVIDE O&M SUPPORT FOR EPOSTCARD",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
7500150370,TIRNO11D000270009,TIRNO11D00027,566098.00,2016-12-29,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,LANHAM,MD,207061348,USA,962048646,NORTHROP GRUMMAN SYSTEMS CORPORATION,2013-04-26,135633425.65,809035954,JAYTECH CORPORATION,,,,12020 SUNRISE VALLEY DR STE 100,RESTON,VA,VIRGINIA,201913429,08,USA,UNITED STATES,,,RESTON,VA,VIRGINIA,201913429,08,USA,UNITED STATES,ENGINEERING AND RESEARCH AND TECHNOLOGY BASED SERVICES,541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,S CORPORATION,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED,WOMAN-OWNED BUSINESS",,,,,,,,,,
17-D-00004-SALI,TIRNO17D000040003,TIRNO17D00004,22510.00,2018-01-10,2018,1,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,ARLINGTON,VA,222031807,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2017-09-30,49768666.21,849550983,"SALIENT CRGT, INC.",,080006028,"SALIENT CRGT HOLDINGS, INC.",4000 LEGATO RD STE 600,FAIRFAX,VA,,220334055,10,USA,UNITED STATES,,,ARLINGTON,VA,,222032149,08,USA,UNITED STATES,"PORTAL SERVICE AND PROGRAM INTEGRATION SERVICES TO OPERATE THE IRS ENVIRONMENT WITHIN SPECIFIED SCOPE, QUALITY,  TIME, AND COST OBJECTIVES.",541512,COMPUTER SYSTEMS DESIGN SERVICES,,FOR-PROFIT ORGANIZATION,Stephen  Antle,475000,Thomas  Ferrando,475000,Linda  Harris,309608,Timothy  May,300657,Manoj  Gandhi,300000
17-D-00004-HGS,TIRNO17D000040003,TIRNO17D00004,22232.00,2018-04-10,2018,4,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,ARLINGTON,VA,222031807,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2017-09-30,49768666.21,067421347,"HGS (USA), LLC",HINDUJA GLOBAL SOLUTIONS,873949942,VISTAAR TELECOMMUNICATION & INFRASTRUCTURE PRIVATE LIMITED,1901 E WAR MEMORIAL DR,PEORIA,IL,ILLINOIS,616147807,18,USA,UNITED STATES,,,PEORIA,IL,ILLINOIS,616147917,18,USA,UNITED STATES,"PORTAL SERVICE AND PROGRAM INTEGRATION SERVICES TO OPERATE THE IRS ENVIRONMENT WITHIN SPECIFIED SCOPE, QUALITY,  TIME, AND COST OBJECTIVES",541512,COMPUTER SYSTEMS DESIGN SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
12-054-TIRNO11D0007-TSYM,TIRNO11D000070012,TIRNO11D00007,22188.00,2018-04-30,2018,4,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,GLENARDEN,MD,207061520,USA,858485758,ACCENTURE LLP,2016-07-06,23788217.89,070899393,"TSYMMETRY, INC.",TSYMMETRY,,,1700 K ST NW STE 875,WASHINGTON,DC,DISTRICT OF COLUMBIA,200063830,AL,USA,UNITED STATES,,,ARLINGTON,VA,VIRGINIA,222092443,08,USA,UNITED STATES,"PROJECT SCOPE ENCOMPASSES DEFINITION, DEVELOPMENT, AND IMPLEMENTATION, AS WELL AS OPERATIONS AND SUPPORT (O&M) OF A NEW FATCA SUBMISSION PROCESSING SYSTEM AND FATCA ENTERPRISE DATABASE (FATCA SPED).",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",Todd  Sickles,400000,David  Lowitt,300000,Philip  Lowitt,300000,Christopher  Zahlis,215000,Jonathan  Tuteur,200000
7500017670,TIRNO17D000040002,TIRNO17D00004,20715.00,2018-02-27,2018,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,ARLINGTON,VA,222031807,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2017-09-30,6833445.38,070899393,"TSYMMETRY, INC.",TSYMMETRY,,,1700 K ST NW STE 875,WASHINGTON,DC,,200063830,AL,USA,UNITED STATES,,,HYATTSVILLE,MD,,207852229,04,USA,UNITED STATES,"THE INTERNAL REVENUE SERVICE (IRS), ENTERPRISE TECHNOLOGY IMPLEMENTATION DIVISION (ETI)",541512,COMPUTER SYSTEMS DESIGN SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",Todd  Sickles,400000,David  Lowitt,300000,Philip  Lowitt,300000,Christopher  Zahlis,215000,Jonathan  Tuteur,200000
7500017021,TIRNO11D000070015,TIRNO11D00007,20528.00,2018-09-21,2018,9,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,ARLINGTON,VA,222031550,USA,858485758,ACCENTURE LLP,2016-09-01,9622177.04,963398750,"MICROPACT GLOBAL, INC.",,113395847,"MICROPACT HOLDINGS, LLC",12901 WORLDGATE DR STE 800,HERNDON,VA,VIRGINIA,201706014,10,USA,UNITED STATES,,,ARLINGTON,VA,VIRGINIA,222032151,08,USA,UNITED STATES,"PROVIDE TECHNICAL AND LABOR SUPPORT SERVICES TO ANALYZE, PLAN, ESTIMATE, DESIGN, DEVELOP AND DEVELOP AND DEPLOY COST-EFFECTIVE AND EXTENSIBLE APPLICATION SOLUTIONS AND PROVIDE O&M SUPPORT FOR EPOSTCARD",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
17063-15-226,TIRNO11D000070005,TIRNO11D00007,20939.00,2016-11-03,2016,11,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,WASHINGTON,DC,202200006,USA,858485758,ACCENTURE LLP,2013-09-26,81232136.63,782721559,"INTEGRATED SOLUTIONS MANAGEMENT, INC.",ISM,,,12471 W LINEBAUGH AVE STE 200,TAMPA,FL,,336261702,09,USA,UNITED STATES,,,WASHINGTON,DC,,200064502,AL,USA,UNITED STATES,"ASSIST EIOS WITH PLANNING, DESIGNING, AND EXECUTING THE MTB MIGRATION.",541519,OTHER COMPUTER RELATED SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION",,,,,,,,,,
PO20170002,0005,TCC15HQB0018,19928.00,2017-07-14,2017,7,020,DEPARTMENT OF THE TREASURY (TREAS),2046,OFFICE OF THE COMPTROLLER OF THE CURRENCY,2031JW,COMPTROLLER OF CURRENCY ACQS,WASHINGTON,DC,202190003,USA,033324117,PRIMESCAPE SOLUTIONS INC.,2016-10-01,16133886.34,079361907,"LEESBURG CONSULTING, LLC",,,,209 AYRLEE AVE. NW,LEESBURG,VA,,201762106,10,USA,UNITED STATES,,,DISTRICT OF COLUMBIA,DC,,202190003,AL,USA,UNITED STATES,ENGINEERING SERVICES,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",,"ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,HISPANIC AMERICAN OWNED,MINORITY-OWNED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,WOMAN-OWNED BUSINESS",Daniel  Navarro-Ramirez,63846,Elvia E Navarro,63845,N/A  N/A,,N/A  N/A,,N/A  N/A,
17-D-00004-HGS,TIRNO17D000040003,TIRNO17D00004,20249.00,2018-01-03,2018,1,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,ARLINGTON,VA,222031807,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2017-09-30,49768666.21,067421347,"HGS (USA), LLC",HINDUJA GLOBAL SOLUTIONS,916582976,HINDUJA VENTURES LIMITED,1901 E WAR MEMORIAL DR,PEORIA,IL,,616147807,18,USA,UNITED STATES,,,PEORIA,IL,,616147917,18,USA,UNITED STATES,"PORTAL SERVICE AND PROGRAM INTEGRATION SERVICES TO OPERATE THE IRS ENVIRONMENT WITHIN SPECIFIED SCOPE, QUALITY,  TIME, AND COST OBJECTIVES.",541512,COMPUTER SYSTEMS DESIGN SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
13-125-TIRNO11D00007-HASC,TIRNO11D000070005,TIRNO11D00007,20017.00,2017-05-19,2017,5,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,WASHINGTON,DC,202200006,USA,858485758,ACCENTURE LLP,2013-09-26,81232136.63,793655270,"HILL ASC, INC.",,,,1 RESEARCH CT STE 450,ROCKVILLE,MD,,208506252,08,USA,UNITED STATES,,,WASHINGTON,DC,,200064502,AL,USA,UNITED STATES,ITFM - IT AND FIN MG SUPP SVC,541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",,,,,,,,,,
PO20150072,0001,TCC15HQB0018,19738.88,2016-11-18,2016,11,020,DEPARTMENT OF THE TREASURY (TREAS),2046,OFFICE OF THE COMPTROLLER OF THE CURRENCY,2031JW,COMPTROLLER OF CURRENCY ACQS,WASHINGTON,DC,202190003,USA,033324117,PRIMESCAPE SOLUTIONS INC.,2015-03-25,8713017.09,623353955,SERCO SERVICES INC.,,,,1050 N NEWPORT RD,COLORADO SPRINGS,CO,,809162742,05,USA,UNITED STATES,,,DISTRICT OF COLUMBIA,DC,,202190003,AL,USA,UNITED STATES,ENGINEERING SERVICES,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",,"FOR-PROFIT ORGANIZATION,FOREIGN OWNED AND LOCATED",David  Dacquino,729022,Gary  Shankman,655867,Albert  Pisano,550907,Christopher M Sullivan,506610,Daniel D Allen,1016256
