parent_award_id,award_id_piid,Work
TIRNO13D00001,2032H518F00459,Enterprise Computing Center Support
TIRNO13D00001,2032H518F00613,Enterprise Computing Center Support
TIRNO13D00001,2032H518F01016,Enterprise Computing Center Support
TIRNO13D00001,2032H518F01086,Enterprise Computing Center Support
TIRNO13D00001,2032H518F01096,Enterprise Computing Center Support
TIRNO13D00001,2032H518F01146,Enterprise Computing Center Support
TIRNO13D00001,2032H518F01244,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010019,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010036,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010037,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010046,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010052,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010053,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010055,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010066,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010070,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010071,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010072,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010073,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010081,Enterprise Computing Center Support
TIRNO13D00001,TIRNO13D000010083,Enterprise Computing Center Support
TIRNO13D00002,TIRNO13D000020007,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030002,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030008,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030009,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030015,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030019,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030020,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030021,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030022,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030023,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030027,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030029,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030030,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030031,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030032,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030034,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030036,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030038,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030044,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030051,All Other Contracts Under $2M Annually
TIRNO13D00003,TIRNO13D000030052,All Other Contracts Under $2M Annually
TIRNO13D00005,TIRNO13D000050001,All Other Contracts Under $2M Annually
TIRNO13D00005,TIRNO13D000050002,All Other Contracts Under $2M Annually
TIRNO13D00005,TIRNO13D000050003,All Other Contracts Under $2M Annually
TIRNO13D00005,TIRNO13D000050004,All Other Contracts Under $2M Annually
TIRNO13D00008,TIRNO13D000080001,All Other Contracts Under $2M Annually
TIRNO13D00008,TIRNO13D000080003,All Other Contracts Under $2M Annually
TIRNO13D00008,TIRNO13D000080004,All Other Contracts Under $2M Annually
TIRNO13D00008,TIRNO13D000080005,All Other Contracts Under $2M Annually
TIRNO13Z00006,2032H818F00204,All Other Contracts Under $2M Annually
TIRNO13Z00006,2032H818F00249,All Other Contracts Under $2M Annually
TIRNO13Z00007,2032H518F01092,Cloud Webhosting
TIRNO13Z00007,2032H518F01192,Cloud Webhosting
TIRNO13Z00007,2032H518F01227,Cloud Webhosting
TIRNO13Z00013,2023H218F00090,All Other Contracts Under $2M Annually
TIRNO14C00039,TIRNO14C00039,All Other Contracts Under $2M Annually
TIRNO14C00042,TIRNO14C00042,All Other Contracts Under $2M Annually
TIRNO14E00018,TIRNO14E00018,All Other Contracts Under $2M Annually
TIRNO14E00019,TIRNO14E00019,All Other Contracts Under $2M Annually
TIRNO14E00024,TIRNO14E00024,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010001,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010008,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010010,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010011,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010013,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010015,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010021,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010023,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010024,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010025,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010026,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010029,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010043,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010045,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010048,All Other Contracts Under $2M Annually
TIRNO14S00001,TIRNO14S000010049,All Other Contracts Under $2M Annually
TIRNO14Z00012,2032H818F00211,Financial Statement Audit Support for the IRS
TIRNO15C00009,TIRNO15C00009,All Other Contracts Under $2M Annually
TIRNO15C00028,TIRNO15C00028,All Other Contracts Under $2M Annually
TIRNO15C00030,TIRNO15C00030,All Other Contracts Under $2M Annually
TIRNO15C00032,TIRNO15C00032,All Other Contracts Under $2M Annually
TIRNO15C00036,TIRNO15C00036,All Other Contracts Under $2M Annually
TIRNO15C00047,TIRNO15C00047,All Other Contracts Under $2M Annually
TIRNO15C00051,TIRNO15C00051,All Other Contracts Under $2M Annually
TIRNO15C00052,TIRNO15C00052,All Other Contracts Under $2M Annually
TIRNO15C00054,TIRNO15C00054,All Other Contracts Under $2M Annually
TIRNO15C00058,TIRNO15C00058,All Other Contracts Under $2M Annually
TIRNO15C00063,TIRNO15C00063,All Other Contracts Under $2M Annually
TIRNO15C00070,TIRNO15C00070,TISTA e-Authentication Case Management Support
TIRNO15C00083,TIRNO15C00083,All Other Contracts Under $2M Annually
TIRNO15C00089,TIRNO15C00089,All Other Contracts Under $2M Annually
TIRNO15C00094,TIRNO15C00094,All Other Contracts Under $2M Annually
TIRNO15D00005,TIRNO15D000050001,All Other Contracts Under $2M Annually
TIRNO15D00005,TIRNO15D000050002,All Other Contracts Under $2M Annually
TIRNO15D00005,TIRNO15D000050006,All Other Contracts Under $2M Annually
TIRNO15D00005,TIRNO15D000050007,All Other Contracts Under $2M Annually
TIRNO15D00008,2032H518F00918,All Other Contracts Under $2M Annually
TIRNO15D00008,TIRNO15D000080027,All Other Contracts Under $2M Annually
TIRNO15D00008,TIRNO15D000080030,All Other Contracts Under $2M Annually
TIRNO15D00008,TIRNO15D000080041,All Other Contracts Under $2M Annually
TIRNO15D00008,TIRNO15D000080043,All Other Contracts Under $2M Annually
TIRNO15D00008,TIRNO15D000080045,All Other Contracts Under $2M Annually
TIRNO15D00012,TIRNO15D000120001,All Other Contracts Under $2M Annually
TIRNO15D00012,TIRNO15D000120002,All Other Contracts Under $2M Annually
TIRNO15D00013,TIRNO15D000130001,Mainframe and Software Maintenance Contract
TIRNO15D00013,TIRNO15D000130002,Mainframe and Software Maintenance Contract
TIRNO15D00013,TIRNO15D000130003,Mainframe and Software Maintenance Contract
TIRNO15E00001,TIRNO15E00001,All Other Contracts Under $2M Annually
TIRNO15E00029,TIRNO15E00029,All Other Contracts Under $2M Annually
TIRNO15P00062,TIRNO15P00062,All Other Contracts Under $2M Annually
TIRNO15Z00005,2032H518F00327,All Other Contracts Under $2M Annually
TIRNO15Z00005,2032H518F01221,All Other Contracts Under $2M Annually
TIRNO15Z00011,2032H518F00920,All Other Contracts Under $2M Annually
TIRNO15Z00015,2032H518F00995,RAAS BPA for Cybersecurity Non IT Consulting
TIRNO15Z00024,2032H518F00666,All Other Contracts Under $2M Annually
TIRNO15Z00024,2032H518F00840,All Other Contracts Under $2M Annually
TIRNO15Z00030,2032H818F00316,All Other Contracts Under $2M Annually
TIRNO15Z00030,2032H818F00335,All Other Contracts Under $2M Annually
TIRNO15Z00030,2032H818F00360,All Other Contracts Under $2M Annually
TIRNO15Z00032,2032H518F00294,All Other Contracts Under $2M Annually
TIRNO15Z00032,2032H518F00624,All Other Contracts Under $2M Annually
TIRNO15Z00032,2032H818F00307,All Other Contracts Under $2M Annually
TIRNO15Z00032,2032H818F00322,All Other Contracts Under $2M Annually
TIRNO15Z00032,2032H818F00323,All Other Contracts Under $2M Annually
TIRNO15Z00032,2032H818F00334,All Other Contracts Under $2M Annually
TIRNO15Z00036,2032H518F01058,All Other Contracts Under $2M Annually
TIRNO15Z00036,2032H518F01114,All Other Contracts Under $2M Annually
TIRNO16C00005,TIRNO16C00005,All Other Contracts Under $2M Annually
TIRNO16C00007,TIRNO16C00007,All Other Contracts Under $2M Annually
TIRNO16C00010,TIRNO16C00010,All Other Contracts Under $2M Annually
TIRNO16C00024,TIRNO16C00024,All Other Contracts Under $2M Annually
TIRNO16C00026,TIRNO16C00026,All Other Contracts Under $2M Annually
TIRNO16C00029,TIRNO16C00029,Emerging Initiatives Support
TIRNO16C00036,TIRNO16C00036,All Other Contracts Under $2M Annually
TIRNO16C00038,TIRNO16C00038,All Other Contracts Under $2M Annually
TIRNO16D00001,2032H518F00516,All Other Contracts Under $2M Annually
TIRNO16D00001,TIRNO16D000010003,All Other Contracts Under $2M Annually
TIRNO16D00007,TIRNO16D000070014,All Other Contracts Under $2M Annually
TIRNO16E00007,TIRNO16E00007,Support for ETI Governance 
TIRNO16E00030,TIRNO16E00030,All Other Contracts Under $2M Annually
TIRNO16P00092,TIRNO16P00092,All Other Contracts Under $2M Annually
TIRNO16P00217,TIRNO16P00217,All Other Contracts Under $2M Annually
TIRNO16P00230,TIRNO16P00230,All Other Contracts Under $2M Annually
TIRNO16Z00006,2032H518F00427,Business Master File Automated Under Reporter (BMF AUR BPA)
TIRNO16Z00006,2032H518F00754,Business Master File Automated Under Reporter (BMF AUR BPA)
TIRNO16Z00006,2032H518F01012,Business Master File Automated Under Reporter (BMF AUR BPA)
TIRNO16Z00006,2032H518F01175,Business Master File Automated Under Reporter (BMF AUR BPA)
TIRNO16Z00015,2032H818F00356,All Other Contracts Under $2M Annually
TIRNO17C00021,TIRNO17C00021,Data Delivery Services Applications
TIRNO17C00033,TIRNO17C00033,All Other Contracts Under $2M Annually
TIRNO17C00040,TIRNO17C00040,Safeguarding PII Data Extracts (SPIIDE) Data Loss Prevention (DLP) Project
TIRNO17C00047,TIRNO17C00047,All Other Contracts Under $2M Annually
TIRNO17C00051,TIRNO17C00051,All Other Contracts Under $2M Annually
TIRNO17C00055,TIRNO17C00055,All Other Contracts Under $2M Annually
TIRNO17C00056,TIRNO17C00056,All Other Contracts Under $2M Annually
TIRNO17C00058,TIRNO17C00058,All Other Contracts Under $2M Annually
TIRNO17C00059,TIRNO17C00059,Cybersecurity Project Planning and Investment Support
TIRNO17C00064,TIRNO17C00064,All Other Contracts Under $2M Annually
TIRNO17C00067,TIRNO17C00067,All Other Contracts Under $2M Annually
TIRNO17C00069,TIRNO17C00069,All Other Contracts Under $2M Annually
TIRNO17C00074,TIRNO17C00074,All Other Contracts Under $2M Annually
TIRNO17D00002,2032H518F00670,All Other Contracts Under $2M Annually
TIRNO17D00002,2032H518F00843,All Other Contracts Under $2M Annually
TIRNO17D00002,2032H518F00936,All Other Contracts Under $2M Annually
TIRNO17D00002,2032H518F01111,All Other Contracts Under $2M Annually
TIRNO17D00002,2032H518F01150,All Other Contracts Under $2M Annually
TIRNO17D00002,2032H518F01174,All Other Contracts Under $2M Annually
TIRNO17D00002,TIRNO17D000020001,All Other Contracts Under $2M Annually
TIRNO17D00002,TIRNO17D000020002,All Other Contracts Under $2M Annually
TIRNO17D00002,TIRNO17D000020003,All Other Contracts Under $2M Annually
TIRNO17D00002,TIRNO17D000020004,All Other Contracts Under $2M Annually
TIRNO17D00004,2032H518F00355,Integrated Enterprise Web Portals
TIRNO17D00004,2032H518F00470,Integrated Enterprise Web Portals
TIRNO17D00004,2032H518F01139,Integrated Enterprise Web Portals
TIRNO17D00004,TIRNO17D000040001,Integrated Enterprise Web Portals
TIRNO17D00004,TIRNO17D000040002,Integrated Enterprise Web Portals
TIRNO17D00004,TIRNO17D000040003,Integrated Enterprise Web Portals
TIRNO17D00004,TIRNO17D000040004,Integrated Enterprise Web Portals
TIRNO17D00004,TIRNO17D000040005,Integrated Enterprise Web Portals
TIRNO17D00010,2032H818F00254,All Other Contracts Under $2M Annually
TIRNO17E00010,TIRNO17E00010,All Other Contracts Under $2M Annually
TIRNO17E00014,TIRNO17E00014,All Other Contracts Under $2M Annually
TIRNO17P00010,TIRNO17P00010,All Other Contracts Under $2M Annually
TIRNO17P00059,TIRNO17P00059,All Other Contracts Under $2M Annually
TIRNO17P00084,TIRNO17P00084,Custom Computer Programming Services
TIRNO17P00116,TIRNO17P00116,All Other Contracts Under $2M Annually
TIRNO17P00143,TIRNO17P00143,All Other Contracts Under $2M Annually
TIRNO17S00001,2032H518F00814,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,2032H518F00847,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,TIRNO17S000010001,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,TIRNO17S000010002,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,TIRNO17S000010003,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,TIRNO17S000010004,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,TIRNO17S000010005,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,TIRNO17S000010006,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,TIRNO17S000010007,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,TIRNO17S000010008,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00001,TIRNO17S000010009,Enterprise Content Management Support for the Department of the Treasury
TIRNO17S00002,TIRNO17S000020001,All Other Contracts Under $2M Annually
TIRNO17S00002,TIRNO17S000020002,All Other Contracts Under $2M Annually
TIRNO17S00003,2032H518F00912,All Other Contracts Under $2M Annually
TIRNO17Z00002,2032H518F00119,CYRBYME-C Integrated Consuliting Services - Services and Enforcement Project Management Office
TIRNO17Z00002,2032H518F00141,CYRBYME-C Integrated Consuliting Services - Services and Enforcement Project Management Office
TIRNO17Z00002,2032H518F00510,CYRBYME-C Integrated Consuliting Services - Services and Enforcement Project Management Office
TIRNO17Z00002,2032H518F00764,CYRBYME-C Integrated Consuliting Services - Services and Enforcement Project Management Office
TIRNO17Z00002,2032H518F01145,CYRBYME-C Integrated Consuliting Services - Services and Enforcement Project Management Office
TIRNO17Z00002,2032H818F00304,CYRBYME-C Integrated Consuliting Services - Services and Enforcement Project Management Office
TIRNO17Z00003,2032H518F00520,Agile Technology Web Application Support Services
TIRNO17Z00003,2032H518F00720,Agile Technology Web Application Support Services
TIRNO17Z00003,2032H518F01151,Agile Technology Web Application Support Services
TIRNO17Z00003,2032H518F01165,Agile Technology Web Application Support Services
TIRNO17Z00003,2032H518F01282,Agile Technology Web Application Support Services
TIRNO17Z00003,2032H518F01284,Agile Technology Web Application Support Services
TIRNO17Z00004,2032H518F00197,Agile Technology Web Application Support Services for WCMS EST Testers
TIRNO17Z00004,2032H518F00731,Agile Technology Web Application Support Services for WCMS EST Testers
TIRNO17Z00004,2032H518F01237,Agile Technology Web Application Support Services for WCMS EST Testers
TIRNO17Z00005,2032H518F00545,Revenue Return Program (RRP) Program Support Services
TIRNO17Z00005,2032H518F00721,Revenue Return Program (RRP) Program Support Services
TIRNO17Z00005,2032H518F00830,Revenue Return Program (RRP) Program Support Services
TIRNO17Z00005,2032H518F00932,Revenue Return Program (RRP) Program Support Services
TIRNO17Z00005,2032H518F00985,Revenue Return Program (RRP) Program Support Services
TIRNO17Z00005,2032H518F01001,Revenue Return Program (RRP) Program Support Services
TIRNO17Z00005,2032H518F01252,Revenue Return Program (RRP) Program Support Services
TIRNO17Z00005,2032H518F01279,Revenue Return Program (RRP) Program Support Services
TIRNO17Z00005,2032H518F01281,Revenue Return Program (RRP) Program Support Services
TIRNO17Z00007,2032H818F00355,Microsoft Support Services
TIRNO17Z00025,2032H518F00685,Microsoft Support Services
TIRNO17Z00025,2032H518F00771,Microsoft Support Services
TIRNO17Z00025,2032H518F00870,Microsoft Support Services
TIRNO17Z00025,2032H518F00873,Microsoft Support Services
TIRNO17Z00025,2032H518F01023,Microsoft Support Services
TIRNO17Z00025,2032H518F01031,Microsoft Support Services
TIRNO17Z00025,2032H518F01118,Microsoft Support Services
TIRNO17Z00025,2032H518F01119,Microsoft Support Services
TIRNO17Z00025,2032H518F01120,Microsoft Support Services
TIRNO17Z00025,2032H518F01184,Microsoft Support Services
TIRNO17Z00025,2032H518F01250,Microsoft Support Services
TIRNO17Z00026,2032H518F00143,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00189,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00196,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00218,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00262,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00293,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00402,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00445,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00501,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00514,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00596,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00649,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00664,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00729,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00774,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00835,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00836,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F00861,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01019,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01027,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01033,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01089,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01109,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01117,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01132,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01161,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01196,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01198,Infrastructure Operations Support Services 2.0
TIRNO17Z00026,2032H518F01201,Infrastructure Operations Support Services 2.0
TIRNO17Z00027,2032H518F00302,Hewlett Packard Support Services BPA
TIRNO17Z00027,2032H518F01014,Hewlett Packard Support Services BPA
TIRNO17Z00027,2032H518F01032,Hewlett Packard Support Services BPA
TIRNO17Z00027,2032H518F01171,Hewlett Packard Support Services BPA
TIRNO99D00001,TIRNO99D000010141,All Other Contracts Under $2M Annually
TIRNO99D00001,TIRNO99D000010152,All Other Contracts Under $2M Annually
TIRNO99D00005,0504A,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00176,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00187,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00199,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00204,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00399,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00406,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00446,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00476,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00502,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00555,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00572,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00593,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00695,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00710,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00799,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00807,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00829,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00834,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00882,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00885,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00919,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00923,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00937,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00962,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00977,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F00989,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F01010,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F01011,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F01015,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F01017,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F01018,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F01049,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F01102,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,2032H518F01137,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050225,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050229,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050233,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050234,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050235,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050237,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050249,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050251,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050257,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050264,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050267,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050271,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050274,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050275,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050276,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050279,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050286,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050291,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050292,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050295,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050301,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050310,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050315,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050316,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050324,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050329,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050334,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050340,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050346,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050348,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050353,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050354,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050358,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050359,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050363,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
